,feature,weight
1687,strbtcs,0.0005458477510488018
519,itee,0.0005458328001702971
1785,strtcc,0.0005450012086523254
1767,strhge,0.0005443090074470227
1986,umulleq,0.000543022550925601
293,bllt,0.0005425195652956936
663,ldr.ls.w,0.0005421280395745664
2020,uxtb.ge,0.0005405825418651176
1465,smulbbne,0.0005366103173545329
2046,uxtbls,0.0005364459103120193
1144,mvn.eq,0.0005347254807615337
37,add.lt,0.0005308483210611173
669,ldr.ne.w,0.0005291433290944652
1532,stm.mi.w,0.0005286190693069804
2250,vcvt.ne.f64.s32,0.0005279776771640386
1426,smlabbhi,0.0005278482441255874
2701,vrev64.8,0.0005265195403521054
1783,strpl,0.0005263332630822962
1140,mvn.cc,0.0005253276720475092
2582,vmulne.f64,0.000523020270284662
779,ldrh.mi,0.0005227928814486849
2076,uxthge,0.0005214533007778747
1697,strbtvs,0.00052105665437838
2581,vmulne.f32,0.0005199169437607265
1096,mrccc,0.0005165975718734216
1642,str.w.ne,0.0005158126477766715
498,eorls,0.0005129918797104439
150,ands.w,0.0005124441203996996
2633,vpadd.i16,0.0005082271307994609
1131,mulhi,0.0005070903357469432
2850,vsubhi.f64,0.0005059497136160818
1130,mulgt,0.0005040225267587916
989,mls.lt,0.0004989708728088663
2362,vldrhi.32,0.0004969654387912747
1447,smlatt,0.0004952075826445472
637,ldmibhi,0.0004952061188230922
694,ldrb.mi,0.0004931263652077912
1967,ubfxhi,0.0004916837779598064
2719,vrshrn.8,0.0004896764899893282
890,lsl.gt,0.000489404412177829
658,ldr.hi,0.0004893597891767061
2089,vabs.f64,0.0004885609516083996
1377,sbcls,0.00048804049862185693
1732,strexeq,0.00048614287437967794
22,add.cc.w,0.00048470944105856445
212,bfc,0.000480018673171901
2444,vmov.eq.f32,0.0004796314542535661
1414,sha256su0.32,0.0004788629959369517
1613,str.gt,0.00047826085362456637
1146,mvn.ge,0.0004761323337890499
1650,strb.eq,0.00047478482880801166
1287,rev.cc,0.00047213856081371663
1793,strtpl,0.00047175436815796306
1356,rsceqs,0.00047155962546024835
797,ldrh.w.ne,0.0004694241765921519
1816,sub.lt.w,0.00046629878688601856
2094,vabs.s8,0.000464885776603773
1637,str.w.hi,0.00046451604472829956
1754,strh.lt.w,0.00046374853746297646
698,ldrb.pl,0.00046357425367555004
1667,strb.ne.w,0.0004635611814962279
2577,vmullt.f32,0.000463550217861791
1504,stcllt,0.00046210865832772775
877,ldrtmi,0.0004619589756978929
1014,mov.mi.w,0.00046171735391387856
1498,stcle,0.0004604496290835866
2766,vsri.32,0.0004595687479892556
2696,vrev16.8,0.0004574033781545537
2490,vmoveq.f32,0.00045692175740575416
2082,uxthne,0.0004569214889394661
271,biclt,0.0004569059265173346
369,clz.eq,0.0004560013611278755
2697,vrev32.16,0.00045587898241730853
912,lsr.cc,0.0004538339921804049
882,lsl.cc,0.0004527590915779816
315,bpl.w,0.0004524287615518478
423,cmp.ne.w,0.0004499484361043405
1805,sub.ge,0.0004487856581702549
2139,vaddw.u8,0.0004484256353837659
1219,orr.ne,0.0004475422598735903
30,add.gt.w,0.0004450895629438151
1745,strh.gt,0.00044480459312009767
43,add.pl,0.0004446504737438867
555,ldclt,0.0004445423015925781
639,ldmibls,0.00044449164519425136
2006,uxtab.eq,0.00044447769561086734
1889,sxtb.mi,0.0004440953919037611
776,ldrh.ls.w,0.00044316404505995724
1289,rev.ge,0.0004424944442055106
572,ldmda,0.000441741526470418
1298,revsh,0.00044137379100068043
884,lsl.cs,0.00044108659030492797
2704,vrhadd.u16,0.00044088386596868195
2145,vbit,0.000439360557988188
279,bics.w,0.00043756311760166113
2428,vmlseq.f32,0.00043562692293732253
2778,vst3.8,0.00043438068560421587
1129,mulge,0.0004336949811990581
2463,vmov.le.f64,0.00043268781075129744
1318,rsb.le,0.00043195704028992554
2514,vmovmi,0.0004308440503160299
1910,sxth.ls,0.0004300625440513843
2510,vmovls.f64,0.00042942458556483607
2043,uxtbgt,0.00042704407575875106
1159,mvn.ne,0.0004268565882200758
804,ldrhhi,0.0004250031221750674
2525,vmovpl.f64,0.00042483875307093886
1773,strhlt,0.000424831245767034
484,eor.w,0.0004247569285868496
1525,stm.eq,0.00042471614919650384
1319,rsb.le.w,0.00042433159953322115
2003,uxtab,0.000424034035001038
1810,sub.hi.w,0.00042376579588806606
769,ldrh.gt,0.00042293951336646213
1324,rsb.mi,0.0004223127947215705
2606,vneg.s8,0.000422257308452321
1115,mul.cc,0.00042169306764700866
1121,mul.ls,0.00042160434147556295
1309,rsb.cs.w,0.00042039525759896376
2473,vmov.ne,0.000419750592949156
1412,sha256h.32,0.00041958435124054986
569,ldm.mi.w,0.00041888405848927376
2734,vshl.u16,0.0004186637230677529
1885,sxtb.le.w,0.0004174644430863311
1204,orr.eq.w,0.00041743344153424394
661,ldr.le.w,0.0004171162480077162
2740,vshll.u16,0.00041685746933587114
2439,vmov.8,0.0004157424709495892
2869,vtrn.16,0.0004157048184622846
2535,vmrsne,0.00041552552691131637
1975,umaaleq,0.00041523437966675285
886,lsl.eq,0.00041437224670109335
1317,rsb.hi.w,0.0004137742233199391
1865,swieq,0.000413740088445769
458,crc32h,0.0004135891338721171
544,ldclcs,0.00041296752776084103
1866,swige,0.0004118725121000215
2750,vshr.u8,0.00041125841216441985
27,add.ge,0.00041077647076044366
2748,vshr.u32,0.0004089970763013216
1668,strb.pl,0.00040871031371386615
1311,rsb.eq.w,0.00040837732930030997
672,ldr.vc,0.0004081523828224445
1781,strmi,0.00040656929264385535
302,blvs,0.0004063245510908774
2412,vmlal.s8,0.00040631351750604295
2590,vneg.f64,0.00040596130697194085
1145,mvn.eq.w,0.0004058820037831357
2521,vmovne.f32,0.0004056330047851389
1279,push.pl,0.00040475543179972604
2678,vqshl.u64,0.00040367449310988953
1249,pkhbt,0.00040353503430142585
1310,rsb.eq,0.00040304371601179885
1617,str.le,0.0004025947865851845
409,cmp.eq.w,0.00040223930222219734
1605,str.cc,0.00040218533898502955
1004,mov.gt.w,0.0004020875203909717
716,ldrbtge,0.0004013932173300842
146,andpl,0.00040109676388725037
1411,sha1su1.32,0.0003983122645617469
1148,mvn.gt,0.00039750748380353864
914,lsr.cs,0.00039546958168516246
2657,vqadd.u32,0.0003932801708856748
2154,vcge.u8,0.00039306255271431953
2394,vmla.f64,0.00039273557341458796
2524,vmovpl.f32,0.00039252485967932577
1487,ssathi,0.0003917148796004688
764,ldrh.cs.w,0.00039166628733159676
131,andeqs,0.0003915094897614064
1666,strb.ne,0.0003899857852761208
2496,vmovgt.f32,0.0003892653783643684
1755,strh.mi,0.0003889631741461731
2505,vmovle,0.0003874462034684546
2410,vmlal.s16,0.00038700685414317705
1057,movtgt,0.0003864010964669196
2282,vdiv.gt.f64,0.0003852459718690932
961,mla.cs,0.0003848239440100707
662,ldr.ls,0.000384726337585359
1303,rrx,0.00038466803179017494
1105,mrrc,0.00038439972835919875
1621,str.lt,0.0003842373425076728
2087,vabd.u8,0.00038359583457908285
2511,vmovlt,0.0003805619385609287
2303,vext.8,0.00038036075916557296
933,lsr.ne.w,0.00038009369707545467
1611,str.ge,0.00038001067479409236
628,ldmiapl,0.00037979546520000205
1738,strh.cc.w,0.00037868647995375397
2264,vcvt.u32.f32,0.00037819498181202046
1898,sxtbne,0.00037751295587270986
2480,vmov.s32,0.00037749226742775637
1085,movwhi,0.00037650538723050375
537,ldc2l,0.0003764388996178644
2272,vcvtne.f64.f32,0.00037603608906368384
1017,mov.pl,0.00037500485744424236
1468,smull.eq,0.000374119411629257
650,ldr.cs,0.0003722582716090486
1444,smlatb,0.000372245831093501
1364,rsclts,0.00037208760686716807
2493,vmovge.f32,0.00037171639879095866
2075,uxtheq,0.00037079404352421036
319,bvs.w,0.00036974928835973144
781,ldrh.ne,0.0003691364702279442
2621,vnmul.f32,0.0003682205254486328
875,ldrtle,0.00036776450725943744
1466,smulbt,0.0003673143245549352
2301,vdup.8,0.0003672909523078878
807,ldrhls,0.00036702426542180674
2626,vnmul.pl.f32,0.00036685557723207374
1574,stmia.vc,0.0003662996977407757
2452,vmov.gt.f32,0.00036608270473245473
2604,vneg.s16,0.00036571751520959536
1730,strexb,0.00036500334906097075
2422,vmls.f64,0.0003641439759925499
1435,smlal.eq,0.0003639808837306137
2828,vsub.gt.f64,0.00036381855584034783
1817,sub.mi,0.0003637174416135278
806,ldrhle,0.0003627575421527241
41,add.ne,0.0003624108299375742
1316,rsb.hi,0.0003621949877526563
2107,vadd.i64,0.0003619193021831648
1570,stmia.eq,0.0003613719396380079
1626,str.ne.w,0.00036057970956735087
2859,vsublt.f64,0.00035939457701343467
1020,mov.vs,0.0003593497395565533
2758,vsqrt.f64,0.0003568281987427515
800,ldrhcs,0.0003567364182309439
857,ldrsh.ne.w,0.0003566502210509996
1107,mrrcgt,0.0003566430088301918
1152,mvn.le.w,0.00035434210133192566
2579,vmulmi.f32,0.00035395451994045394
1478,smullle,0.00035341806280199774
1845,subpl,0.00035235600670990874
861,ldrsheq,0.0003520118211484257
1019,mov.vc,0.00035196355297099517
1102,mrcmi,0.0003511799110605961
1381,sbcs.w,0.0003510743757917663
226,bfieq,0.00035083843168315457
1208,orr.gt.w,0.00034969323664804164
1518,stlex,0.0003493982827488229
691,ldrb.ls.w,0.00034936239505841413
1554,stmdbcs,0.00034779145591613304
2799,vstr.mi.64,0.0003473493144579677
2644,vpmax.u8,0.0003471555394138915
1992,umullls,0.00034710779214138963
2038,uxtb16,0.0003465657573772434
1437,smlalbt,0.0003458648935415046
2083,vaba.s16,0.0003457783543252224
2562,vmul.pl.f32,0.0003457393092759866
725,ldrbvc,0.00034506612168605955
2659,vqadd.u8,0.00034420730347773173
261,biccs,0.00034346676581172025
2360,vldrgt.32,0.0003432372144556828
840,ldrsbls,0.00034296180240767386
888,lsl.ge,0.0003429465718152458
1982,umull.eq,0.0003425957381444201
975,mlage,0.00034193204884905873
2403,vmla.lt.f32,0.00034168935016688106
909,lsls.eq.w,0.0003413167301027922
2336,vldr.eq.32,0.00034013730277975446
2176,vcmpe.hi.f64,0.0003398653289117119
1529,stm.ls,0.0003395748595018869
2135,vaddw.s16,0.00033957055831573547
2261,vcvt.s32.f32,0.0003388987282903001
1366,rscmis,0.0003383676665473597
1699,strbvs,0.0003377984223972378
2361,vldrgt.64,0.0003372277528213642
2228,vcvt.le.f64.u32,0.00033709070201651356
1993,umullne,0.00033687909339175554
1867,swigt,0.00033653751893990643
2692,vqsub.u8,0.000336454455692837
734,ldrd.gt,0.000335834305051365
1157,mvn.mi,0.0003356885374777785
1892,sxtb.w,0.0003345852055431437
910,lsls.ne.w,0.0003343493012729024
2817,vstrmi.64,0.0003340600364747286
2474,vmov.ne.f32,0.00033394964628911445
1541,stmdagt,0.0003332167583102347
1748,strh.hi.w,0.0003331949060661194
1863,swicc,0.00033117990783637256
2044,uxtbhi,0.0003289544573411972
2028,uxtb.ls,0.0003288567316305297
733,ldrd.ge,0.0003286845745363931
2215,vcvt.gt.f64.f32,0.0003279268046894538
654,ldr.ge,0.00032767202324518165
1580,stmiagt,0.0003276395801519889
1665,strb.mi.w,0.00032757462371561666
2785,vstmiaeq,0.0003275694004518771
1545,stmdalt,0.0003275353199260735
737,ldrd.lt,0.00032713343385406017
1757,strh.ne,0.00032644876155878784
2506,vmovle.f32,0.0003262471628930443
601,ldmdbne,0.0003254670840258198
1360,rschis,0.0003252657601831733
1307,rsb.cc.w,0.0003249506297555068
1638,str.w.le,0.0003242297072628165
1549,stmdavc,0.0003241781941829244
44,add.pl.w,0.0003237895480884305
1648,strb.cs,0.0003233783619944156
1758,strh.ne.w,0.0003224422536894997
1162,mvn.w,0.00032138756367826755
520,iteee,0.0003211582333013956
897,lsl.ls.w,0.0003210724146010547
2001,usatls,0.0003203908188546049
2427,vmls.ne.f32,0.0003199671657522252
1583,stmials,0.00031950014820596303
2186,vcmpe.pl.f32,0.00031948892389023194
1446,smlatbeq,0.00031853763369724786
667,ldr.mi.w,0.00031831671385956843
1384,sbcsgt,0.0003173815545180828
2235,vcvt.ls.u32.f64,0.00031724708161281025
2088,vabs.f32,0.0003166103597933437
1270,push.cs,0.0003162577078698752
1120,mul.le,0.0003149757046339223
931,lsr.mi.w,0.00031484533073178605
2256,vcvt.pl.f64.s32,0.0003141058738781236
106,and.eq,0.0003137782027293038
1542,stmdahi,0.00031249096347436264
1969,ubfxls,0.00031175782499682727
1864,swics,0.0003115023711533928
1527,stm.gt,0.0003105487160141122
2172,vcmpe.ge.f32,0.0003105371616914034
2440,vmov.cc,0.00031047676037114876
1092,movwvc,0.0003102250271299133
1051,movt.ne,0.00031018373751121915
1044,movt.ge,0.0003099824601704733
715,ldrbteq,0.00030980894858467295
1321,rsb.ls.w,0.0003094936795680111
635,ldmibge,0.0003091141747324753
971,mlacc,0.00030873061059919686
2397,vmla.gt.f64,0.00030822404878214977
1645,strb.al,0.000308191684493507
2161,vcgt.u8,0.0003077724076670043
2653,vqadd.s32,0.00030678738241486734
930,lsr.mi,0.0003062047049721399
2471,vmov.mi.f32,0.0003056911980516005
2111,vadd.ls.f32,0.0003056083037450919
1970,ubfxlt,0.0003055388612902738
2319,vld2.8,0.0003053933381245089
651,ldr.cs.w,0.00030445336514760214
802,ldrhge,0.0003044459415267119
1777,strhteq,0.0003043466409985182
2622,vnmul.f64,0.00030426027260459476
2516,vmovmi.f64,0.0003038864522918651
2765,vsri.16,0.000303424410120502
1430,smlabt,0.00030332025221407194
1296,rev16ne,0.000303225263891433
1492,stccs,0.0003032137235530731
1795,strtvs,0.00030268424305058086
2225,vcvt.le.f32.s32,0.000302652259659449
1473,smulleq,0.0003025694579840395
695,ldrb.mi.w,0.00030245397300575957
2508,vmovls,0.000302230824346524
2377,vmax.f32,0.0003020390626965747
1612,str.ge.w,0.0003016260878367151
1098,mrcge,0.000301488750266905
1393,sbfx.eq,0.0003010516378958724
682,ldrb.ge,0.0003009794823699256
865,ldrshle,0.00030080419668559435
2357,vldreq.32,0.0003007971237140166
2137,vaddw.s8,0.0002999816009205586
1917,sxth.w,0.0002998527986771581
1657,strb.hi.w,0.00029947198838449273
1314,rsb.gt,0.00029938507900230914
2550,vmul.hi.f32,0.0002993661637543896
1698,strbvc,0.00029929328685408634
2792,vstr.gt.32,0.0002990108853447938
2329,vldmiaeq,0.00029885329692312885
939,lsrs.w,0.0002983788355317324
2863,vsubne.f64,0.0002978664970173418
2498,vmovhi,0.0002978237962937962
487,eorcs,0.0002975851769960835
2355,vldrcs.32,0.0002974814762027526
259,bic.w,0.0002970461023452649
2755,vsli.64,0.00029680110074132795
2467,vmov.lt,0.000295967965874669
2629,vpadal.s32,0.00029575937352571756
1079,movw.pl,0.0002954981433784618
1126,mulcc,0.0002953783943514641
2489,vmoveq,0.00029536528659446497
880,ldrvc,0.0002951721136199469
629,ldmiavc,0.0002949109440175036
1045,movt.gt,0.00029487757185160565
1213,orr.ls,0.00029415851655785095
1479,smulllt,0.0002939638994621092
2650,vpopeq,0.0002931398021135521
2079,uxthle,0.0002931152640151189
2328,vldmia.gt,0.00029263839131904733
925,lsr.le.w,0.00029255611438812795
1341,rsbles,0.0002925429940197902
792,ldrh.w.hi,0.0002921741174285744
1916,sxth.ne.w,0.0002918922290641733
2126,vaddl.s8,0.00029113116130857205
2295,vdivgt.f32,0.0002908502779954822
664,ldr.lt,0.00029069564746651193
410,cmp.ge,0.0002906082803698519
874,ldrthi,0.0002905500033043517
2520,vmovne,0.0002904512687937997
1329,rsb.pl.w,0.00029040680745914756
2459,vmov.i64,0.00028998806072996856
1564,stmdbpl,0.0002899437202657212
1276,push.ls,0.0002898128636491004
1964,ubfxcc,0.000289761913902688
2376,vldrvs.64,0.0002886198663217331
538,ldccc,0.0002883579470876346
649,ldr.cc.w,0.00028835167457087925
895,lsl.le.w,0.00028779051240858107
2116,vadd.ne.f32,0.0002876289938400909
2814,vstrls.64,0.00028757460427751954
2632,vpadd.f32,0.0002873501732707181
2670,vqrshl.u64,0.0002873102632455526
2804,vstreq.64,0.000286912986501267
1844,subnes,0.00028637671654129654
928,lsr.lt,0.0002862289582970529
2773,vst2.16,0.0002858040248980289
2331,vldmiane,0.00028563326840375417
2464,vmov.ls,0.00028558530979315384
1480,smullne,0.0002855124055631572
772,ldrh.hi.w,0.0002853257153410081
607,ldmia.cs,0.0002852363072705068
943,mcrcs,0.000284870095555926
2857,vsuble.f64,0.0002848030920022463
977,mlahi,0.0002841136948313593
1708,strd.hi,0.000283067051566135
2236,vcvt.lt.f32.s32,0.0002825838243277772
780,ldrh.mi.w,0.0002816670302107581
1221,orr.pl,0.00028160017368112305
1066,movvs,0.0002814139492978785
2574,vmull.u16,0.00028125317731824014
2146,vbsl,0.0002807287984453418
1312,rsb.ge,0.00027995811658821756
2305,vhadd.s32,0.00027989497791627507
1514,stcpl,0.0002795710244071836
1882,sxtb.eq,0.00027949757152946066
2117,vadd.ne.f64,0.00027896340772862627
1890,sxtb.ne,0.0002789438441195161
1752,strh.ls.w,0.0002787365207722844
2226,vcvt.le.f64.f32,0.00027832899155652905
2386,vmin.s16,0.0002782847135363698
1715,strdcc,0.0002771252983562261
2398,vmla.i16,0.0002768797413005944
1511,stclvs,0.00027681209666843365
1153,mvn.ls,0.00027625713393493017
1248,orrvss,0.0002761616333636268
1470,smull.le,0.0002760575589882636
1285,rbitne,0.00027547444656178397
2808,vstrgt.64,0.0002751432513059593
1516,stcvs,0.0002751417037646838
1093,movwvs,0.00027502339460760603
1947,tstle,0.000274938980115038
1633,str.w.cs,0.0002745285381960497
991,mlseq,0.00027401944102735403
1922,sxthle,0.0002738505244846316
2705,vrhadd.u8,0.000273636697953653
2536,vmrspl,0.00027363563621190785
2872,vtrn.8,0.00027359828078830245
1429,smlabbne,0.00027352731620245644
2707,vrshl.s32,0.00027343971520815306
1220,orr.ne.w,0.0002734083244064042
1018,mov.pl.w,0.0002730288105817186
1160,mvn.ne.w,0.0002729750213745287
2093,vabs.s32,0.00027285433480724844
1054,movtcs,0.0002727220965619192
843,ldrsbne,0.00027268036658322094
1871,swilt,0.000272660246524652
841,ldrsblt,0.00027233952050253395
640,ldmiblt,0.00027152120941638293
1623,str.mi,0.0002714990758616177
818,ldrpl,0.00027146679476458356
2671,vqrshrn.s16,0.00027129348071474663
2273,vcvtne.f64.s32,0.0002709848742320746
2759,vsqrt.ge.f64,0.0002708410149828813
2706,vrshl.s16,0.000270566394571883
1250,pkhbt.w,0.0002705099062538022
2580,vmulmi.f64,0.0002700024553909298
1047,movt.le,0.00026990663480059933
1660,strb.ls,0.00026949866507794304
932,lsr.ne,0.0002691939346936156
2158,vcgt.s8,0.0002691908899824624
2469,vmov.lt.f64,0.00026902969818306383
2081,uxthlt,0.00026872571897280993
903,lsl.ne.w,0.0002685613742050815
2541,vmul.I32,0.0002669731540796901
1080,movwcc,0.0002668356573494376
1327,rsb.ne.w,0.0002666837948068206
956,mcrrne,0.0002666343607955676
2103,vadd.gt.f64,0.0002664305696256268
2666,vqmovun.i16,0.00026636564010591127
2399,vmla.i32,0.00026624760533391136
1106,mrrc2,0.0002660125957808919
2025,uxtb.hi.w,0.0002659930299014012
713,ldrbt,0.0002657732982273584
1918,sxtheq,0.0002657609036114377
1759,strh.pl,0.0002654870460623687
783,ldrh.pl,0.00026546632196312273
2813,vstrls.32,0.0002654232957390807
2533,vmrsls,0.0002652943755928777
1762,strh.vs,0.0002642030890464605
2812,vstrle.64,0.00026416596066803006
2320,vld3.16,0.000264083731403605
1241,orrpl,0.0002639786702083694
1397,sbfx.ne,0.0002638763487987948
1632,str.w.cc,0.000263871417158512
2564,vmuleq.f32,0.000263741698034495
2754,vsli.32,0.0002629602677175804
2306,vhadd.s8,0.00026291763378722685
721,ldrbtmi,0.00026249159766971353
614,ldmia.lt,0.00026223438209995484
2594,vneg.le.f32,0.00026217785312434547
2714,vrshr.u16,0.000262083398925278
1464,smulbblt,0.0002619529068988027
1720,strdhi,0.0002612612307429246
1753,strh.lt,0.0002612037746520787
2238,vcvt.mi.f32.f64,0.00026101279147042357
2218,vcvt.gt.s32.f32,0.0002605200951013304
2481,vmov.u16,0.000260436423800746
879,ldrtvc,0.00026031649490557336
2068,uxth.ne,0.0002603061931914106
1378,sbclt,0.00026030279938647484
1150,mvn.hi.w,0.0002602171955367954
2818,vstrne.32,0.0002601591811406575
2665,vqmovn.i32,0.0002600709104622921
2309,vhadd.u8,0.0002600431188351274
1322,rsb.lt,0.0002599658394442216
1091,movwpl,0.0002599332295465159
744,ldrdge,0.0002598922130077352
1379,sbcmi,0.00025963763678231807
1912,sxth.lt,0.0002594112748845784
2793,vstr.gt.64,0.00025933470819599486
2064,uxth.lt,0.0002593160992368916
2063,uxth.ls.w,0.00025928656571616603
746,ldrdhi,0.0002590481850152357
545,ldcle,0.000258740441664823
311,bmi.w,0.00025870062077282605
2478,vmov.pl.f64,0.0002586166684121293
1934,teqeqp,0.0002585323294313302
2092,vabs.s16,0.00025807196194172193
1398,sbfx.pl,0.00025771193747996615
2854,vsubl.s8,0.0002575874795975344
1188,orn.eq.w,0.000257229946398737
905,lsl.pl.w,0.0002572112017023797
949,mcrmi,0.00025715272573347605
915,lsr.cs.w,0.00025712067623556164
2047,uxtbne,0.00025701712473286136
2554,vmul.le.f32,0.00025688635275787397
2852,vsubl.s16,0.0002567715028936079
1696,strbtvc,0.00025672827428144306
2340,vldr.gt.32,0.00025649155138757115
1694,strbtne,0.0002564275276695111
1685,strbt,0.0002562563040622909
1721,strdle,0.0002560985612519797
1390,sbcsvs,0.00025572454590387607
735,ldrd.le,0.0002553107257794083
2350,vldr.ne.32,0.0002550887079440942
2442,vmov.cs,0.0002549268168244351
1729,strex.eq,0.00025479834572850234
2096,vadd.eq.f32,0.0002547963555537698
2163,vclt.s32,0.00025475691601016195
919,lsr.ge.w,0.00025429060454827245
1046,movt.hi,0.0002541929007761397
2285,vdiv.le.f64,0.0002539999585566481
2809,vstrhi.32,0.0002539836411425074
881,ldrvs,0.0002538099400571708
1395,sbfx.gt,0.00025340901657253085
1300,ror.eq,0.00025339376654361675
2348,vldr.mi.32,0.00025335850911741074
1923,sxthls,0.00025324422793917585
2876,vuzp16,0.0002531362161766919
2656,vqadd.u16,0.00025292844830524663
1953,ubfx.cs,0.0002526240920391331
1618,str.le.w,0.00025258894186154144
693,ldrb.lt.w,0.0002524635841873922
1428,smlabblt,0.00025245639818846866
860,ldrshcs,0.0002523558127583881
1352,rsbvs,0.0002523379190735672
2752,vshrn.8,0.0002522107022228296
1072,movw.gt,0.0002517461301637469
2703,vrhadd.s8,0.0002514926668231953
867,ldrshlt,0.00025108465833010045
1825,subccs,0.00025093161802794677
1132,mulle,0.0002508999626325991
808,ldrhlt,0.00025085886241947786
2475,vmov.ne.f64,0.00025042894699403226
2614,vnegne.f64,0.00025041539685686565
2866,vswp,0.00025040412518273557
739,ldrd.ne,0.0002502964124959122
1987,umulleqs,0.0002501856241643328
648,ldr.cc,0.0002499085177317575
1981,umull.cc,0.00024976175993010233
546,ldcleq,0.0002496837061801595
2718,vrshrn.32,0.00024960824750904685
2162,vclt.f32,0.0002493270030296788
2244,vcvt.mi.s32.f64,0.0002492032800885199
1921,sxthhi,0.0002491300456861332
2432,vmlsl.s8,0.00024894260526357753
2519,vmovn.i64,0.0002489362913268139
2216,vcvt.gt.f64.s32,0.0002487527157485623
2585,vmvn.i16,0.000248402979985094
1528,stm.le,0.000248391601553625
1985,umullcc,0.0002482481217106477
1733,strexh,0.000248221672802585
2849,vsubhi.f32,0.00024797934935442305
1954,ubfx.eq,0.00024756090920054007
1509,stclt,0.0002475486081199257
2448,vmov.ge,0.00024754009907629906
1403,setend,0.0002468617317692055
1952,ubfx.cc,0.0002467287386686417
1711,strd.lt,0.0002465496386276484
665,ldr.lt.w,0.00024639167620509674
1421,smlabbcc,0.0002462028738311981
1998,usat16,0.00024613701483178484
2053,uxth.eq.w,0.00024608635276825283
524,itett,0.00024605717379627164
1251,pkhtb,0.0002460517963749102
380,clzge,0.00024586520705520366
1539,stmdaeq,0.0002450470596255501
1278,push.ne,0.00024475109395632387
480,eor.ne,0.00024360302950533717
1966,ubfxge,0.0002435779104687291
986,mls.cc,0.00024342906142308356
1819,sub.ne,0.00024328763843849837
1383,sbcseq,0.00024311372086369438
666,ldr.mi,0.00024277227539774325
1849,subvc,0.00024266185614773626
2680,vqshlu.u32,0.0002424296592387601
845,ldrsbteq,0.00024238379993851654
749,ldrdlt,0.00024148416248182827
2631,vpadal.u8,0.00024108689137613006
2133,vaddne.f64,0.0002404717869976701
2871,vtrn.64,0.0002404313107904957
1961,ubfx.mi,0.00024017427603091195
1540,stmdage,0.00024017418430844365
2290,vdiv.ne.f64,0.00024015444090067913
1512,stcmi,0.0002401535819771469
863,ldrshgt,0.0002399533964377072
761,ldrh.cc,0.0002398735742913168
1374,sbceq,0.0002398583609343615
1206,orr.ge.w,0.0002398457395822412
2164,vclz.i16,0.00023909777110075927
1737,strh.cc,0.00023899221217110557
2695,vrecps.f32,0.0002385720718583807
1156,mvn.lt.w,0.0002382463360868422
924,lsr.le,0.00023799566825748425
2352,vldr.pl.32,0.00023778922834046426
2002,usatne,0.00023775445586224635
1814,sub.ls.w,0.00023772070264420835
2873,vtst.16,0.00023771586319714681
2423,vmls.gt.f32,0.00023761673757393746
2402,vmla.ls.f64,0.00023756420638079402
1134,mullt,0.00023726923926645997
1919,sxthge,0.00023708215148896507
2240,vcvt.mi.f32.u32,0.0002370275945614193
2586,vmvn.i32,0.00023700115112114156
641,ldmibmi,0.00023654333345446242
2820,vstrvc.32,0.0002364621363066003
1572,stmia.lt,0.0002364364335372831
2868,vtbx.8,0.00023625712961807707
2529,vmrseq,0.0002359523166558241
2269,vcvtle.u32.f64,0.00023580357734279302
1315,rsb.gt.w,0.00023567645781930502
1475,smullge,0.00023566553050310604
2558,vmul.mi.f32,0.00023563928127694775
988,mls.le,0.00023560162038310204
268,bicle,0.0002354889587183283
2114,vadd.mi.f32,0.00023538477506992943
740,ldrd.pl,0.00023497973221651663
1630,str.vs,0.00023492795174665453
1237,orrlts,0.00023486054430699177
2531,vmrsgt,0.00023482212786553585
1893,sxtbcc,0.0002344000764732774
2790,vstr.eq.64,0.00023437124302490807
2826,vsub.ge.f32,0.0002340943077979611
1127,mulcs,0.00023362218149201305
2121,vaddge.f64,0.00023328808804587125
904,lsl.pl,0.00023316738022868217
2745,vshr.s64,0.0002330606201137828
1590,stmibcc,0.00023252671912367675
1280,push.vc,0.00023178149646692486
1804,sub.eq.w,0.00023174762047356183
2801,vstr.ne.64,0.00023163158066465537
948,mcrlt,0.00023137991456711294
1991,umullle,0.0002310723636579542
901,lsl.mi.w,0.00023099485035599565
2823,vsub.eq.f64,0.00023096369870028021
1703,strd.cc,0.00023094639263954034
2769,vst1.16,0.0002309165119422249
2199,vcvt.eq.s32.f32,0.00023091556730510962
2716,vrshr.u64,0.00023087693539515947
2000,usatle,0.00023083517190152061
2470,vmov.mi,0.00023047309932030946
2689,vqsub.s32,0.00023042616615542554
561,ldcvs,0.00023035186871366074
2775,vst2.8,0.00023032690141977996
833,ldrsbcc,0.00023030763971868866
1622,str.lt.w,0.00023027800013943522
738,ldrd.mi,0.00023023135115853211
1671,strb.vs,0.00023004797131310112
1433,smladxcs,0.00022998482765125835
1879,sxtab.mi,0.00022990427011330102
2127,vaddl.u16,0.00022971430081939552
2603,vneg.pl.f64,0.00022922268446768152
2595,vneg.le.f64,0.00022888944543697563
1851,subvss,0.00022870853854944315
2141,vbic,0.00022834304312943995
2404,vmla.mi.f32,0.000228172780631521
2776,vst3.16,0.0002280505656054756
2370,vldrmi.32,0.00022803008660168456
2027,uxtb.le.w,0.00022799453979737956
1109,mrrclt,0.0002278221564683664
