,feature,weight
2074,uxthcs,0.00013952675967037208
1855,subw.gt,0.00013921878862092
1751,strh.ls,0.00013913054148358996
1906,sxth.hi,0.00013894205919248463
2567,vmull.S16,0.00013887262082653697
906,lsl.vs,0.00013882453709945447
2384,vmaxnm.f32,0.0001387087806248329
2616,vnmla.f64,0.00013856313964215984
2310,vhsub.s16,0.00013835397437061975
2591,vneg.ge.f32,0.00013833969399019196
921,lsr.gt.w,0.00013831989524927646
2822,vsub.eq.f32,0.00013831966336487608
1887,sxtb.ls.w,0.00013801561689108456
2501,vmovl.s16,0.00013780539316632026
1263,pop.mi,0.00013779063460898135
2568,vmull.U32,0.00013776250858534876
1534,stm.ne.w,0.00013768716878004522
2090,vabs.gt.f32,0.00013749914640375153
1223,orr.vs,0.00013745321697576656
2055,uxth.ge.w,0.00013703396451326684
972,mlacs,0.00013690858295801355
714,ldrbtcc,0.00013688194741962026
1628,str.pl.w,0.00013686783235739288
2555,vmul.le.f64,0.0001367639957466693
1155,mvn.lt,0.00013675533374587435
1524,stm.cs,0.00013671643689938212
2251,vcvt.ne.s32.f32,0.000136483528843574
1459,smulbb.mi,0.0001362231355176537
1387,sbcslt,0.0001361613992084123
820,ldrsb.eq.w,0.00013598742201571877
1787,strteq,0.00013572418663117223
683,ldrb.ge.w,0.000135702707549
2623,vnmul.gt.f32,0.0001356863161700807
516,hlt,0.0001356384902503692
1994,uqadd8,0.00013559919431745853
1281,push.vs,0.00013544939592203991
945,mcrge,0.00013525324148445263
1614,str.gt.w,0.0001352464972031604
2267,vcvteq.f64.u32,0.00013511005113517492
1060,movtls,0.00013500600972858893
2874,vtst.32,0.00013497579926852502
1502,stclle,0.00013496595863966441
31,add.hi,0.00013471355815988185
2534,vmrsmi,0.00013461913206125136
2711,vrshr.s16,0.00013458710433898366
1415,sha256su1.32,0.00013455584673572132
775,ldrh.ls,0.00013454853823574898
2476,vmov.pl,0.0001344470021388218
2080,uxthls,0.0001341507664066481
829,ldrsb.lt.w,0.0001340354038607066
2419,vmlane.f32,0.00013403444802942598
2485,vmov.vs,0.00013373392502815152
839,ldrsble,0.00013368729820668256
2049,uxth.cc,0.00013366015657735033
2413,vmlal.u16,0.00013353133102093014
1515,stcvc,0.00013350834734379162
1835,subhis,0.00013339342144628655
2283,vdiv.hi.f32,0.00013308972072872328
836,ldrsbge,0.0001330191225801407
2193,vcvt.cc.f64.u32,0.00013281055329897662
1713,strd.ne,0.0001326887949334815
1196,orns,0.00013253961567521842
2149,vceq.f32,0.00013240204475959747
2509,vmovls.f32,0.00013221745406963648
364,cdpvc,0.00013202855227053387
1791,strtlt,0.0001320236261179715
2050,uxth.cc.w,0.0001320170226205735
2851,vsubhn.i32,0.00013196093394063902
1335,rsbeqs,0.0001315927549293143
2455,vmov.hi.f32,0.00013157477241553908
2681,vqshlu.u64,0.0001309598117572107
2222,vcvt.hi.f32.s32,0.00013091890902887284
2085,vabd.s32,0.00013079726661384031
1601,stmibpl,0.00013074788436711943
2610,vneglt.f64,0.00013034636500157138
2156,vcgt.i16,0.00013028550438138115
885,lsl.cs.w,0.00013020177061505892
2620,vnmls.pl.f32,0.0001301345531442821
1870,swils,0.00012974094599704582
633,ldmibcs,0.00012970076252784104
1880,sxtah,0.00012962839010477402
873,ldrteq,0.00012949581710033467
2607,vnegeq.f32,0.00012920715605676918
2853,vsubl.s32,0.0001291487846109153
406,cmp.cs,0.00012851310206554706
1560,stmdbls,0.00012849011535862232
1746,strh.gt.w,0.00012830762014487572
980,mlalt,0.00012802339490479713
678,ldrb.cs,0.0001279895128648231
506,eorpl,0.00012789355501507247
2120,vaddeq.f64,0.00012787489960789205
1935,teqhip,0.00012783897025856638
1818,sub.mi.w,0.00012774835164509595
1833,subgts,0.00012769806277638024
1069,movw.cs,0.0001276917078839684
375,clz.ne,0.00012767991253836327
2495,vmovgt,0.00012761995978697056
2109,vadd.le.f32,0.00012735795803616665
2011,uxtah.hi,0.0001272493783747273
2157,vcgt.s16,0.00012720061189239084
1508,stcls,0.00012713942391163566
2762,vsra.u16,0.0001269840694777396
2700,vrev64.32,0.00012688410969426893
495,eorhi,0.00012670739087254594
1603,stmibvs,0.00012655928875119257
1744,strh.ge.w,0.00012649023334778016
1373,sbccc,0.00012646760766300854
954,mcrrlt,0.0001264458819162736
2882,wfe,0.0001262098879885709
900,lsl.mi,0.00012605190991485943
1402,sel,0.00012598052365138791
1328,rsb.pl,0.00012597016951007318
1385,sbcshi,0.0001257676290717991
2624,vnmul.le.f32,0.00012569365505814083
2062,uxth.ls,0.0001255146593356935
2461,vmov.le,0.00012535780466937647
2654,vqadd.s64,0.00012534124231536315
1610,str.eq.w,0.00012530889042474652
1558,stmdbhi,0.00012526249255553543
33,add.le,0.00012448957935792105
2715,vrshr.u32,0.00012435781534260557
1944,tstge,0.00012420130012716859
2668,vqrdmulh.S16,0.0001242000495402757
958,mcrvs,0.00012411946823291564
2258,vcvt.pl.s32.f64,0.00012406309559025147
2330,vldmiagt,0.00012390403109737458
1523,stm.cc,0.00012385423218270263
2802,vstr.pl.32,0.00012371613048390954
2488,vmovcc.f64,0.00012353237118041017
2864,vsubw.s8,0.0001234468951763503
2281,vdiv.gt.f32,0.00012320014468767635
2184,vcmpe.ne.f32,0.00012315335280985837
2322,vld3.8,0.00012311738550702778
2848,vsubgt.f64,0.00012296934818135574
1641,str.w.mi,0.00012288212967866328
2223,vcvt.hi.f64.u32,0.00012287744971442666
1555,stmdbeq,0.00012258562456781346
2368,vldrlt.32,0.00012251475085812828
893,lsl.hi.w,0.00012244201283449272
2479,vmov.s16,0.00012153730466112014
1161,mvn.pl,0.00012133110444208941
1424,smlabbge,0.00012126720157454777
2198,vcvt.eq.f64.s32,0.00012112468427777987
970,mla.ne,0.00012074955313103748
1484,ssat,0.00012064367062601916
1500,stclge,0.00012054131900532386
1718,strdge,0.00012032267751461249
842,ldrsbmi,0.00011995699437498275
2066,uxth.mi,0.00011972577644617668
158,asr.eq,0.00011958284830713842
2542,vmul.eq.f32,0.0001195477370277194
803,ldrhgt,0.00011952400832654107
722,ldrbtne,0.00011940164596540102
2722,vrsra.u32,0.00011929988793362097
2712,vrshr.s32,0.00011911031890141179
898,lsl.lt,0.000118926844428392
2556,vmul.ls.f32,0.00011890241322393041
2652,vqadd.s16,0.00011885348785519894
1503,stclls,0.00011883956064498944
2543,vmul.eq.f64,0.00011881003893919124
2708,vrshl.s64,0.00011864393659163862
965,mla.hi,0.00011849665948128582
2732,vshl.s64,0.00011827352967147317
1857,subw.le,0.0001182444404667534
2662,vqdmulh.S32,0.00011824383407993675
1850,subvs,0.00011796763750318863
1878,sxtab,0.00011776914763469697
855,ldrsh.mi.w,0.0001176690906059716
1519,stlexb,0.00011756592611012754
1388,sbcsmi,0.00011746271438493335
795,ldrh.w.lt,0.00011744232977315163
1571,stmia.ge,0.0001170432589096088
827,ldrsb.ls.w,0.00011628540029067978
2298,vdivne.f64,0.00011608962415741649
1149,mvn.hi,0.00011585103427782897
2033,uxtb.mi.w,0.00011557455346134853
771,ldrh.hi,0.0001155406424583654
1756,strh.mi.w,0.00011540559564156722
1211,orr.le,0.00011533926276335792
108,and.ge,0.00011521506921136606
2597,vneg.lt.f64,0.00011502517945387
2635,vpadd.i8,0.0001149022187176758
1448,smlatteq,0.0001144314873528564
1255,pli,0.00011439398702997936
757,ldrexh,0.000114347538974
351,cdp,0.00011404834518104407
2112,vadd.lt.f32,0.00011404708644902371
1283,qsub16,0.00011397122638529642
1761,strh.vc,0.00011391094510891673
1907,sxth.hi.w,0.00011361048188547883
52,addeqs,0.00011358034483613677
796,ldrh.w.mi,0.00011336396112891762
763,ldrh.cs,0.00011327521465107864
500,eorlt,0.00011322575023833673
355,cdpeq,0.00011319400525919958
2061,uxth.le.w,0.0001130756241537505
2855,vsubl.u16,0.0001130200158336136
1432,smladX,0.0001128776443897446
987,mls.eq,0.00011282502933564244
1059,movtle,0.00011271957053422807
2612,vnegmi.f64,0.00011267648174287956
766,ldrh.eq.w,0.00011252758949925479
2811,vstrle.32,0.00011248573426990312
1436,smlalbb,0.00011241243541645678
2660,vqdmlsl.S32,0.00011228147854770218
2836,vsub.ls.f32,0.0001121190065304705
1547,stmdane,0.00011186060527040448
2391,vmin.u8,0.0001118020940653828
2129,vaddl.u8,0.00011168818974026764
467,eor.ge,0.00011166742803935963
1724,strdmi,0.00011155284231608773
488,eorcss,0.00011121198846338818
864,ldrshhi,0.00011080395465453623
360,cdplt,0.00011066583489557688
2646,vpmin.s32,0.00011036064967639308
418,cmp.ls,0.0001101495464972188
1275,push.le,0.00010989059259802826
1407,sha1h.32,0.00010966973521589547
540,ldcge,0.00010960170355393311
2840,vsub.mi.f32,0.00010940023940086993
1389,sbcsne,0.00010933819965695056
111,and.hi,0.00010890706480691216
2756,vsqrt.eq.f32,0.00010889594928108849
1420,smlabb.ne,0.00010888011069273574
1812,sub.le.w,0.00010885196529964171
2185,vcmpe.ne.f64,0.00010875734870248152
2405,vmla.mi.f64,0.00010804005253159159
2005,uxtab.cs,0.00010795200868927564
1222,orr.pl.w,0.00010794191469730755
962,mla.eq,0.00010790273952920351
794,ldrh.w.ls,0.00010767499358349621
2271,vcvtne.f32.f64,0.00010765086283851915
1705,strd.eq,0.00010762667020809193
821,ldrsb.ge.w,0.00010743612895005061
2837,vsub.ls.f64,0.0001071286469084169
2454,vmov.hi,0.00010693476854315647
762,ldrh.cc.w,0.00010676133873980457
143,andmis,0.00010657580796870032
2296,vdivlt.f64,0.00010656682235236517
1695,strbtpl,0.00010616509047225515
2071,uxth.pl.w,0.00010615230342322086
1726,strdpl,0.00010605255584508763
2720,vrsqrte.f32,0.0001059476705770237
2233,vcvt.ls.f64.s32,0.00010561922425667999
1272,push.ge,0.00010542358714319933
1821,sub.pl,0.00010533756597422696
284,blcs,0.00010513634889248237
1386,sbcsle,0.00010511429275768372
2059,uxth.hi.w,0.0001049829476222527
558,ldcne,0.00010440471744754109
1396,sbfx.le,0.00010434048524404061
2160,vcgt.u32,0.00010428905325129075
530,ittte,0.00010425026446629023
2363,vldrhi.64,0.00010361479278380116
1252,pkhtb.w,0.0001031786336836666
1247,orrvs,0.00010317500056916989
2266,vcvteq.f32.s32,0.00010315850945899175
2293,vdivge.f32,0.00010257004735662498
2334,vldr.cc.64,0.00010244985583014195
1837,subles,0.00010191543518646957
686,ldrb.hi,0.00010159657342675169
2123,vaddhn.i16,0.00010153844816812718
632,ldmibcc,0.00010149166722122625
2341,vldr.gt.64,0.00010130897525484915
553,ldclpl,0.00010113214961569662
2699,vrev64.16,0.00010109995325955853
1616,str.hi.w,0.000100576930868426
2144,vbif,0.00010008552005114328
2017,uxtb.cs.w,9.932595818834748e-05
2280,vdiv.ge.f32,9.926733098554606e-05
2247,vcvt.ne.f32.f64,9.88785148838123e-05
2396,vmla.gt.f32,9.877204534076655e-05
1189,orn.hi,9.870843740660058e-05
2596,vneg.lt.f32,9.869567174810449e-05
2573,vmull.s8,9.821962534920413e-05
1920,sxthgt,9.795611021720665e-05
981,mlami,9.751788451634016e-05
2537,vmrsvc,9.681136573886201e-05
40,add.mi.w,9.644826011298319e-05
180,asrs.w,9.637045734093766e-05
1995,uqsub8,9.612667548705653e-05
942,mcrcc,9.597789847379194e-05
2780,vst4.32,9.57566940566866e-05
1901,sxth.eq.w,9.569471932281772e-05
2245,vcvt.mi.u32.f32,9.537734692253614e-05
1350,rsbvc,9.503260150591575e-05
2237,vcvt.lt.s32.f32,9.489062215317968e-05
2409,vmla.pl.f64,9.462173194743201e-05
1234,orrles,9.458607777276771e-05
2605,vneg.s32,9.437052827442031e-05
657,ldr.gt.w,9.434772237978112e-05
1608,str.cs.w,9.389693754876329e-05
1984,umull.ne,9.362224767035167e-05
2401,vmla.ls.f32,9.356496304574089e-05
1486,ssateq,9.339259637769289e-05
2311,vhsub.s32,9.312625325671505e-05
142,andmi,9.278186013334876e-05
2760,vsqrt.hi.f64,9.273948861293888e-05
2239,vcvt.mi.f32.s32,9.267208500726567e-05
2174,vcmpe.gt.f64,9.185283551979289e-05
677,ldrb.cc.w,9.174713720088992e-05
366,clrex,9.167166544690103e-05
2834,vsub.le.f32,9.161480976949199e-05
527,ittee,9.155391055084188e-05
1460,smulbb.ne,9.145891929676271e-05
1297,reveq,9.13969810382018e-05
2023,uxtb.gt.w,9.088545991427548e-05
1485,ssat16,9.065077238299443e-05
1526,stm.ge,8.995701076992527e-05
1365,rscmi,8.98240220536696e-05
1595,stmibhi,8.954266421547595e-05
1979,umlalne,8.927028951893184e-05
4,adceqs,8.923815595208328e-05
2457,vmov.i16,8.91606234452915e-05
1957,ubfx.hi,8.90293337472268e-05
265,bicgt,8.864742657750252e-05
404,cmp.cc,8.849161350684102e-05
2779,vst4.16,8.819791381238244e-05
1493,stceq,8.800545213419541e-05
2628,vpadal.s16,8.761989274294739e-05
2816,vstrlt.64,8.761981166226512e-05
2504,vmovl.u8,8.743190444114447e-05
2798,vstr.mi.32,8.698138189906458e-05
1191,orn.lt.w,8.628467270580399e-05
1815,sub.lt,8.62225545506161e-05
2576,vmulls.f32,8.613748343024168e-05
528,ittet,8.610862928670194e-05
687,ldrb.hi.w,8.51897400703234e-05
2878,vuzp8,8.483185769817286e-05
2084,vabd.s16,8.453020743677321e-05
826,ldrsb.ls,8.452430117063363e-05
866,ldrshls,8.433043309681059e-05
673,ldr.vs.w,8.368885240439998e-05
2343,vldr.hi.64,8.33343914128132e-05
1562,stmdbmi,8.319995343305424e-05
748,ldrdls,8.258019474719794e-05
1391,sbcvs,8.18216141169895e-05
412,cmp.gt,8.081508803226101e-05
415,cmp.hi.w,8.08075655450507e-05
1596,stmible,8.06687504753536e-05
2242,vcvt.mi.f64.s32,8.054785476034094e-05
2578,vmullt.f64,8.031090375743695e-05
2380,vmax.s8,8.020999592667632e-05
575,ldmdaeq,7.955309687773976e-05
2462,vmov.le.f32,7.903454844577412e-05
2472,vmov.mi.f64,7.82564957766561e-05
2100,vadd.ge.f32,7.788280320259195e-05
2095,vacgt.f32,7.781699418771657e-05
2014,uxtb.cc,7.676989085313575e-05
2601,vneg.ne.f64,7.66795926369708e-05
2353,vldrcc.32,7.643545808448683e-05
365,cdpvs,7.568657282729256e-05
2416,vmlale.f64,7.550411989726411e-05
469,eor.gt,7.492464980075992e-05
2224,vcvt.hi.s32.f32,7.461545247165018e-05
357,cdpgt,7.452455552117423e-05
848,ldrsh.eq.w,7.43869857322992e-05
551,ldclmi,7.357687131037188e-05
586,ldmdavs,7.344149039467503e-05
2513,vmovlt.f64,7.316867026444433e-05
416,cmp.le,7.311193021140457e-05
567,ldm.le.w,7.294295739955763e-05
2286,vdiv.lt.f32,7.26942040535315e-05
1441,smlaltb,7.263209445776787e-05
1531,stm.mi,7.165181251422148e-05
2676,vqshl.s16,7.157163041557354e-05
2486,vmov.vs.f32,7.1485890799107e-05
2232,vcvt.le.u32.f64,7.100705322394707e-05
2012,uxtah.ls,7.04107346480119e-05
2717,vrshrn.16,7.028759490224216e-05
17,adcvs,7.011480794327607e-05
1510,stclvc,6.954979543824401e-05
1968,ubfxle,6.937360526245325e-05
283,blcc,6.884601912028394e-05
1469,smull.gt,6.722455881896887e-05
1125,mul.pl,6.494271252471104e-05
1042,movt.cs,6.459749438429619e-05
2735,vshl.u32,6.432329275156145e-05
2526,vmovvc,6.387432367879146e-05
2437,vmov.16,6.370742241061941e-05
923,lsr.hi.w,6.370494656913816e-05
1709,strd.le,6.366760829412957e-05
248,bic.le.w,6.306386834821845e-05
1076,movw.lt,6.227269341521544e-05
1710,strd.ls,6.202653576700806e-05
608,ldmia.eq,6.148428922685183e-05
92,adr.ne.w,6.0610540540885426e-05
1186,orn.cs,6.0216313271652455e-05
220,bfi.eq,6.0181903202593275e-05
2325,vld4.8,5.8827746026132774e-05
747,ldrdle,5.866793805645037e-05
1453,smlsdX,5.77189224319495e-05
1268,push.al,5.673404863648683e-05
370,clz.ge,5.6384352363755836e-05
34,add.le.w,5.576098997764104e-05
1370,rscvss,5.5711171391548695e-05
2487,vmov.vs.f64,5.533358228656703e-05
228,bfils,5.527122126121147e-05
2194,vcvt.cs.f64.u32,5.42890204550747e-05
838,ldrsbhi,5.423353121734473e-05
396,cmnge,5.4177681574848237e-05
1418,smlabb.ls,5.28044546280159e-05
1443,smlaltteq,5.261947695847476e-05
1566,stmdbvs,5.1362917943767704e-05
2175,vcmpe.hi.f32,5.0910661359070826e-05
947,mcrls,5.08931304678305e-05
2743,vshr.s16,4.8044640170239196e-05
363,cdppl,4.676948574891469e-05
598,ldmdbls,4.668721886655242e-05
595,ldmdbgt,4.6683543637579486e-05
277,bicpl,4.664188439827656e-05
32,add.hi.w,4.551859041411243e-05
2569,vmull.p64,4.4403469362745015e-05
559,ldcpl,4.3649521386048514e-05
481,eor.ne.w,4.1595919781314254e-05
1258,pop.cs,3.8739779377839755e-05
499,eorlss,3.752214032181188e-05
512,eorvs,3.733752859353209e-05
394,cmncs,3.7261960232467305e-05
362,cdpne,3.725862950879427e-05
20,add.al,3.7034707849074275e-05
534,ldah,3.6748054242782955e-05
246,bic.hi,3.638664288094669e-05
610,ldmia.gt,3.637337559060821e-05
477,eor.lt,3.5943436344742556e-05
159,asr.eq.w,3.5868225247937486e-05
239,bic.cs,3.5677478558416545e-05
244,bic.gt,3.5423694134817194e-05
554,ldcls,3.529735891123696e-05
154,andvss,3.394946551359412e-05
358,cdple,3.30460986561388e-05
532,lda,3.2395418839652215e-05
83,addw.pl,3.109327526807567e-05
992,mlsne,2.954326980546557e-05
560,ldcvc,2.845508742815561e-05
24,add.cs.w,2.684351962800956e-05
359,cdpls,2.5926306146168992e-05
342,bxmi,2.4441983088411714e-05
388,cmn.eq,2.269739650432861e-05
570,ldm.ne.w,2.213183662175502e-05
38,add.lt.w,1.9638871842319693e-05
77,addw.gt,1.762634278411685e-05
122,and.ne.w,1.6963002271592995e-05
241,bic.eq.w,1.4413754898695626e-05
157,asr.cs,1.4413325428650787e-05
163,asr.gt.w,1.440976564699829e-05
501,eorlts,1.439695889158249e-05
470,eor.gt.w,1.3073602669481787e-05
414,cmp.hi,5.937995299924564e-06
36,add.ls.w,4.711903925655529e-06
471,eor.hi,3.536960408235373e-06
8,adchis,3.277367705489423e-06
119,and.mi,1.6059672818761605e-06
541,ldcgt,6.65333973399006e-07
42,add.ne.w,4.22083247639785e-07
456,crc32b,3.3852171572822447e-07
383,clzls,1.522882551866629e-07
2,adccs,4.442130810368162e-08
115,and.ls,2.816971937887381e-08
511,eorvcs,1.2277949983474112e-08
486,eorccs,4.0020712314698945e-15
392,cmn.w,4.675373846081199e-16
76,addw.ge,2.1436972353523853e-16
215,bfc.mi,1.334545247361523e-16
254,bic.mi.w,8.226622432258324e-17
566,ldm.gt.w,8.19466296272641e-17
573,ldmdacc,5.240434812364803e-17
548,ldclgt,3.738781302608862e-17
79,addw.ls,2.9051269759302007e-17
391,cmn.ne,1.996560040957956e-17
473,eor.le,1.9410855242294194e-17
509,eors.w,1.806428632538522e-17
593,ldmdbeq,1.4659354612682472e-17
166,asr.le,9.620116942011472e-18
240,bic.eq,4.248408793053738e-18
353,cdpcc,3.3399939598719525e-18
455,cpyvc,2.4675004330340953e-18
203,b.vs,2.123921770451662e-18
72,addvss,1.6376972200786759e-18
492,eorges,1.4528076771767981e-18
222,bfi.ls,1.0092034625824587e-18
407,cmp.cs.w,8.244735133321829e-19
127,andccs,8.010306972674343e-19
102,and.cc,6.561248507332536e-19
227,bfige,5.697641036278378e-19
582,ldmdami,3.5745075817106675e-19
377,clzcc,2.3967680531419675e-19
118,and.lt.w,1.9442826680949542e-19
45,add.vc,1.6293416220170501e-19
66,addnes,1.2554035269789303e-19
50,addcss,6.263146496394339e-20
123,and.pl,5.060195863832538e-20
344,bxns,2.334821863059525e-20
175,asr.ne.w,0.0
225,bficc,0.0
482,eor.pl,0.0
413,cmp.gt.w,0.0
191,b.hi.w,0.0
483,eor.pl.w,0.0
165,asr.hi.w,0.0
167,asr.le.w,0.0
80,addw.lt,0.0
81,addw.mi,0.0
114,and.le.w,0.0
85,adr.cs,0.0
86,adr.eq,0.0
87,adr.ge,0.0
88,adr.hi,0.0
5,adcges,0.0
46,add.vs,0.0
176,asr.pl,0.0
56,addgts,0.0
58,addhis,0.0
62,addlts,0.0
18,adcvss,0.0
419,cmp.ls.w,0.0
472,eor.hi.w,0.0
479,eor.mi.w,0.0
475,eor.ls,0.0
474,eor.le.w,0.0
417,cmp.le.w,0.0
54,addges,0.0
174,asr.ne,0.0
592,ldmdbcs,0.0
16,adcvc,0.0
13,adcmis,0.0
12,adcmi,0.0
11,adclts,0.0
10,adclt,0.0
9,adcles,0.0
6,adcgt,0.0
91,adr.ne,0.0
7,adchi,0.0
588,ldmdb.gt,0.0
589,ldmdb.mi,0.0
177,asr.pl.w,0.0
591,ldmdbcc,0.0
164,asr.hi,0.0
596,ldmdbhi,0.0
564,ldm.eq.w,0.0
565,ldm.ge.w,0.0
568,ldm.lt.w,0.0
611,ldmia.hi,0.0
305,blx.gt,0.0
306,blx.ls,0.0
308,blxne,0.0
309,blxns,0.0
584,ldmdapl,0.0
585,ldmdavc,0.0
267,bichis,0.0
590,ldmdb.ne,0.0
183,b.cc.w,0.0
188,b.ge.w,0.0
223,bfi.mi,0.0
190,b.gt.w,0.0
224,bfi.ne,0.0
221,bfi.le,0.0
193,b.le.w,0.0
195,b.ls.w,0.0
201,b.pl.w,0.0
202,b.vc,0.0
217,bfceq,0.0
204,b.vs.w,0.0
214,bfc.ge,0.0
173,asr.mi.w,0.0
476,eor.ls.w,0.0
425,cmp.vc,0.0
421,cmp.lt.w,0.0
457,crc32ch,0.0
459,crc32w,0.0
462,eor.cc,0.0
463,eor.cc.w,0.0
464,eor.cs,0.0
420,cmp.lt,0.0
468,eor.ge.w,0.0
169,asr.ls.w,0.0
170,asr.lt,0.0
171,asr.lt.w,0.0
172,asr.mi,0.0
213,bfc.eq,0.0
229,bfilt,0.0
238,bic.cc,0.0
242,bic.ge,0.0
597,ldmdble,0.0
599,ldmdblt,0.0
600,ldmdbmi,0.0
602,ldmdbpl,0.0
120,and.mi.w,0.0
124,and.pl.w,0.0
134,andgts,0.0
136,andhis,0.0
138,andles,0.0
140,andlss,0.0
426,cmp.vs,0.0
96,adrne,0.0
98,aese.8,0.0
99,aesimc.8,0.0
100,aesmc.8,0.0
103,and.cc.w,0.0
104,and.cs,0.0
105,and.cs.w,0.0
107,and.eq.w,0.0
110,and.gt.w,0.0
112,and.hi.w,0.0
156,asr.cc.w,0.0
497,eorles,0.0
503,eormis,0.0
95,adrlt,0.0
374,clz.mi,0.0
373,clz.ls,0.0
272,biclts,0.0
274,bicmis,0.0
280,bicvs,0.0
613,ldmia.ls,0.0
549,ldclle,0.0
550,ldcllt,0.0
368,clz.cc,0.0
371,clz.gt,0.0
372,clz.hi,0.0
405,cmp.cc.w,0.0
612,ldmia.le,0.0
441,cpsie,0.0
378,clzcs,0.0
384,clzlt,0.0
386,clzpl,0.0
513,eorvss,0.0
533,ldaex,0.0
326,bx.le,0.0
329,bx.mi,0.0
331,bx.pl,0.0
332,bx.vc,0.0
346,bxvs,0.0
349,cbz.ls,0.0
258,bic.pl.w,0.0
437,cmpmi,0.0
440,cpsid,0.0
376,clz.pl,0.0
539,ldceq,0.0
543,ldclcc,0.0
603,ldmdbvc,0.0
604,ldmdbvs,0.0
606,ldmia.al,0.0
609,ldmia.ge,0.0
389,cmn.le,0.0
390,cmn.ls,0.0
393,cmncc,0.0
397,cmnhi,0.0
400,cmnlt,0.0
507,eorpls,0.0
510,eorvc,0.0
90,adr.ls,0.0
71,addvs,0.0
74,addw.cc,0.0
78,addw.le,0.0
147,andpls,0.0
151,andvc,0.0
152,andvcs,0.0
153,andvs,0.0
155,asr.cc,0.0
494,eorgts,0.0
160,asr.ge,0.0
161,asr.ge.w,0.0
162,asr.gt,0.0
574,ldmdacs,0.0
68,addpls,0.0
64,addmis,0.0
317,bvc.w,0.0
354,cdpcs,0.0
552,ldclne,0.0
556,ldclvs,0.0
562,ldm.cc.w,0.0
563,ldm.cs.w,0.0
82,addw.ne,0.0
116,and.ls.w,0.0
117,and.lt,0.0
576,ldmdage,0.0
577,ldmdagt,0.0
578,ldmdahi,0.0
263,biceqs,0.0
580,ldmdals,0.0
581,ldmdalt,0.0
583,ldmdane,0.0
269,bicles,0.0
250,bic.ls.w,0.0
94,adreq,0.0
243,bic.ge.w,0.0
245,bic.gt.w,0.0
247,bic.le,0.0
249,bic.ls,0.0
252,bic.lt.w,0.0
253,bic.mi,0.0
256,bic.ne.w,0.0
350,cbz.vc,0.0
579,ldmdale,0.0
